STATUS | wrapper  | 2013/11/02 02:54:42 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2013/11/02 02:54:42 | Launching a JVM...
INFO   | jvm 1    | 2013/11/02 02:54:43 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2013/11/02 02:54:43 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2013/11/02 02:54:43 | 
INFO   | jvm 1    | 2013/11/02 02:54:43 | 
INFO   | jvm 1    | 2013/11/02 02:54:43 | WARNING - Unable to load the Wrapper's native library because none of the
INFO   | jvm 1    | 2013/11/02 02:54:43 |           following files:
INFO   | jvm 1    | 2013/11/02 02:54:43 |             libwrapper-macosx-x86-64.dylib
INFO   | jvm 1    | 2013/11/02 02:54:43 |             libwrapper-macosx-universal-64.dylib
INFO   | jvm 1    | 2013/11/02 02:54:43 |             libwrapper.dylib
INFO   | jvm 1    | 2013/11/02 02:54:43 |           could be located on the following java.library.path:
INFO   | jvm 1    | 2013/11/02 02:54:43 |             /Users/Gustavo/Documents/java-workspace/prj-chat/servers/activemq/bin/macosx/../../bin/macosx
INFO   | jvm 1    | 2013/11/02 02:54:43 |           Please see the documentation for the wrapper.java.library.path
INFO   | jvm 1    | 2013/11/02 02:54:43 |           configuration property.
INFO   | jvm 1    | 2013/11/02 02:54:43 |           System signals will not be handled correctly.
INFO   | jvm 1    | 2013/11/02 02:54:43 | 
INFO   | jvm 1    | 2013/11/02 02:54:43 | Java Runtime: Oracle Corporation 1.7.0_09 /Library/Java/JavaVirtualMachines/jdk1.7.0_09.jdk/Contents/Home/jre
INFO   | jvm 1    | 2013/11/02 02:54:43 |   Heap sizes: current=82752k  free=77077k  max=932096k
INFO   | jvm 1    | 2013/11/02 02:54:43 |     JVM args: -Dactivemq.home=../.. -Dactivemq.base=../.. -Djavax.net.ssl.keyStorePassword=password -Djavax.net.ssl.trustStorePassword=password -Djavax.net.ssl.keyStore=../../conf/broker.ks -Djavax.net.ssl.trustStore=../../conf/broker.ts -Dcom.sun.management.jmxremote -Dorg.apache.activemq.UseDedicatedTaskRunner=true -Djava.util.logging.config.file=logging.properties -Dactivemq.conf=../../conf -Dactivemq.data=../../data -Dhawtio.realm=activemq -Dhawtio.role=admins -Dhawtio.rolePrincipalClasses=org.apache.activemq.jaas.GroupPrincipal -Djava.security.auth.login.config=../../conf/login.config -Xmx1024m -Djava.library.path=../../bin/macosx/ -Dwrapper.key=MYv1UJPqMzklCUPx -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=41679 -Dwrapper.version=3.2.3 -Dwrapper.native_library=wrapper -Dwrapper.service=TRUE -Dwrapper.cpu.timeout=10 -Dwrapper.jvmid=1
INFO   | jvm 1    | 2013/11/02 02:54:43 | Extensions classpath:
INFO   | jvm 1    | 2013/11/02 02:54:43 |   [../../lib,../../lib/camel,../../lib/optional,../../lib/web,../../lib/extra]
INFO   | jvm 1    | 2013/11/02 02:54:43 | ACTIVEMQ_HOME: ../..
INFO   | jvm 1    | 2013/11/02 02:54:43 | ACTIVEMQ_BASE: ../..
INFO   | jvm 1    | 2013/11/02 02:54:43 | ACTIVEMQ_CONF: ../../conf
INFO   | jvm 1    | 2013/11/02 02:54:43 | ACTIVEMQ_DATA: ../../data
INFO   | jvm 1    | 2013/11/02 02:54:43 | Loading message broker from: xbean:activemq.xml
INFO   | jvm 1    | 2013/11/02 03:11:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:11:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:11:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:11:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:11:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:12:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:12:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:12:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:12:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:12:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:12:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:13:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:13:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:13:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:13:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:13:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:13:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:14:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:14:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:14:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:14:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:14:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:14:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:15:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:15:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:15:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:15:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:15:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:15:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:16:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:16:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:16:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:16:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:16:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:16:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:17:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:17:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:17:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:17:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:17:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:17:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:18:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:18:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:18:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:18:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:18:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:18:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:19:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:19:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:19:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:19:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:19:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:19:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:20:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:20:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:20:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:20:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:20:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:20:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:21:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:21:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:21:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:21:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:21:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:21:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:22:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:22:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:22:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:22:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:22:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:22:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:23:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:23:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:23:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:23:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:23:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:23:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:24:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:24:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:24:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:24:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:24:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:24:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:25:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:25:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:25:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:25:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:25:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:25:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:26:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:26:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:26:26 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:26:36 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:26:46 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:26:56 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:27:06 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
INFO   | jvm 1    | 2013/11/02 03:27:16 |  INFO | Database ../../data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '../../data/kahadb/lock' could not be locked.
